Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
194;Male;0;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);193;11927;No
195;Female;0;Yes;No;20;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;9655;190165;No
196;Male;0;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);241;5874;No
197;Male;0;No;No;59;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;11135;651975;No
198;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11225;804165;No
199;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2075;2075;No
200;Female;0;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);1019;268115;No
201;Female;0;No;No;14;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);8005;11123;No
202;Male;0;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;10555;74055;No
203;Male;0;No;Yes;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);783;103395;No
204;Male;0;No;No;44;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);6885;295895;No
205;Female;0;No;No;33;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);7995;268485;No
206;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);5545;41792;No
207;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;799;799;Yes
208;Female;0;No;No;19;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1066;193445;Yes
209;Male;0;Yes;No;64;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10245;66541;No
210;Male;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);460;845;Yes
211;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2525;2525;No
212;Male;0;No;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1975;11242;No
213;Female;0;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;200;54005;No
214;Male;1;Yes;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;868;197585;No
215;Female;0;Yes;No;57;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);5875;343745;No
216;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);4525;31398;No
217;Male;0;Yes;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);566;37892;No
218;Male;0;Yes;Yes;65;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);842;53245;No
219;Female;0;No;No;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);800;6246;No
220;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;26835;Yes
221;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2475;18369;No
222;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;202;202;No
223;Male;0;Yes;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;5005;17935;Yes
224;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1935;21935;No
225;Male;0;No;No;24;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check;506;128875;No
226;Female;0;Yes;Yes;31;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;8115;254575;No
227;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;552;552;Yes
228;Male;0;No;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);899;272315;No
229;Female;0;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);853;410725;No
230;Male;0;No;No;54;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1080;576065;No
231;Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);935;47475;No
232;Male;0;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;846;846;Yes
233;Female;0;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2025;15669;No
234;Female;0;No;No;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;2515;7020;No
235;Male;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;544;1141;Yes
236;Female;0;No;No;10;No;No phone service;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check;296;29905;No
237;Male;0;Yes;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7315;130595;No
238;Female;1;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;950;11203;Yes
239;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1975;28435;No
240;Female;0;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);866;63505;No
241;Male;0;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1092;78783;No
242;Female;0;Yes;Yes;41;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);747;318765;No
243;Female;1;Yes;No;65;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;944;612615;No
244;Female;1;No;No;13;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;548;7313;No
245;Male;1;No;No;4;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;7535;2734;No
246;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;650;25318;No
247;Male;1;No;No;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;744;10743;Yes
248;Male;0;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;4855;4855;Yes
249;Male;0;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;990;429845;No
250;Female;0;Yes;No;51;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;935;461955;No
251;Female;0;Yes;Yes;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;704;14715;Yes
252;Male;1;Yes;No;1;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;402;402;Yes
253;Male;0;No;Yes;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);837;26333;No
254;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1985;19305;No
255;Female;0;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;5955;41039;No
256;Female;0;Yes;Yes;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1151;700815;No
257;Male;0;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);11435;57911;No
258;Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);446;8055;Yes
259;Female;1;Yes;No;29;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;450;122865;No
260;Male;1;No;No;3;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;4115;1322;Yes
261;Male;1;No;No;13;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1069;13643;Yes
262;Male;1;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8985;492535;No
263;Female;0;No;No;31;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);4985;15201;No
264;Female;0;Yes;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;1133;503225;No
265;Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;881;552675;No
266;Male;0;No;No;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);249;119525;No
267;Female;1;No;No;19;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;1050;200725;No
268;Male;0;No;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1935;10996;Yes
269;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2425;173295;No
270;Female;1;No;No;16;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;9445;15112;Yes
271;Male;0;Yes;No;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check;5975;345015;No
272;Male;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);248;248;Yes
273;Male;1;Yes;No;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;10705;217205;No
274;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;706;706;Yes
275;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;854;4011;Yes
276;Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10505;562485;Yes
277;Male;1;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);6495;13398;No
278;Male;0;No;No;14;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;550;77195;No
279;Female;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);5055;24475;No
280;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;5515;3229;No
281;Female;0;No;No;10;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;512;49825;No
282;Female;0;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;254;254;No
283;Female;0;No;No;68;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;5445;368775;No
284;Male;0;Yes;Yes;18;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;9515;177995;Yes
285;Female;0;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic);760;17836;No
286;Female;0;No;No;20;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;4435;92715;No
287;Male;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;700;700;Yes
288;Male;1;No;No;8;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;745;60655;Yes
289;Male;0;No;No;10;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);4485;4354;Yes
290;Male;1;No;No;24;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;761;17127;Yes
291;Male;0;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;612;20212;No
292;Male;0;Yes;Yes;23;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check;868;19408;No
293;Female;1;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8935;5678;No
294;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;197;22035;No
295;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;2025;No
296;Female;0;Yes;Yes;71;Yes;No;Fiber optic;No;No;Yes;No;No;No;Two year;No;Electronic check;7605;543645;No
297;Male;1;Yes;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;34375;No
298;Male;0;Yes;Yes;40;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;7455;301575;No
299;Female;0;No;Yes;1;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;736;736;Yes
300;Male;0;No;No;23;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);649;15098;No
301;Female;1;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9545;3961;Yes
302;Male;0;No;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;904;35665;No
303;Female;0;Yes;Yes;68;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);603;41090;No
304;Male;0;No;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;8185;31417;No
305;Male;0;Yes;Yes;52;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;248;12291;No
306;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;749;230335;Yes
307;Male;0;Yes;Yes;29;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;7555;20544;No
308;Male;1;Yes;Yes;38;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;10115;374185;No
309;Male;0;No;Yes;48;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);7875;368245;No
310;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);1925;1925;No
311;Female;0;No;No;22;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;8905;188625;No
312;Female;0;No;No;43;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);11505;48951;No
313;Female;1;Yes;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6935;3416;No
314;Male;0;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;806;41555;Yes
315;Male;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);11005;56864;No
316;Male;0;No;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);199;13551;No
317;Female;0;Yes;Yes;38;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);803;305865;Yes
318;Male;1;Yes;No;24;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9315;223105;Yes
319;Male;0;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);915;323635;No
320;Female;1;No;No;54;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);8245;43501;Yes
321;Female;0;Yes;Yes;72;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;600;42640;No
322;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;448;448;No
323;Female;0;Yes;Yes;9;Yes;No;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;486;4223;No
324;Male;0;No;No;69;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6005;41767;No
325;Female;0;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1027;51381;No
326;Female;1;Yes;No;11;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;829;88005;No
327;Female;1;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7035;13905;Yes
328;Female;1;Yes;Yes;28;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;359;97365;No
329;Female;1;No;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);8265;147005;No
330;Female;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;1985;73935;No
331;Female;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;192;16195;No
332;Male;0;No;No;46;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);949;442295;No
333;Female;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7385;51125;Yes
334;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;806;1558;Yes
335;Male;0;Yes;Yes;68;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);758;529395;Yes
336;Female;0;No;No;43;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;1046;475985;Yes
337;Female;0;No;No;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;8815;614845;No
338;Female;0;No;No;36;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);948;356565;No
339;Male;0;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1034;66030;Yes
340;Female;1;No;No;32;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);5465;18301;No
341;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8575;62238;No
342;Female;0;Yes;Yes;66;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);6745;450865;No
343;Male;0;No;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;205;132815;No
344;Female;0;No;Yes;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2025;8650;No
345;Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;721;721;No
346;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;904;1682;Yes
347;Female;0;Yes;No;70;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1945;13035;No
348;Female;0;No;No;23;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4495;99685;No
349;Female;1;Yes;No;64;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);970;64309;No
350;Male;0;Yes;Yes;37;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);628;227875;No
351;Male;0;No;Yes;17;Yes;No;DSL;No;No;No;No;No;No;One year;No;Mailed check;446;6814;No
352;Female;1;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8915;57435;No
353;Male;0;Yes;Yes;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);848;3719;Yes
354;Female;1;No;No;21;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;419;8401;Yes
355;Female;0;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);8025;8460;Yes
